,Iteration,Day,Iteration total cost,Cash flow
965,0,965,-2862632,-4824
966,0,966,-2867456,-4824
967,0,967,-2872280,-4824
968,0,968,-2877104,-4824
969,0,969,-2881928,-4824
970,0,970,-2886752,-4824
971,0,971,-2891576,-4824
972,0,972,-2896400,-4824
973,0,973,-2901224,-4824
974,0,974,-2906048,-4824
975,0,975,-2910872,-4824
976,0,976,-2915696,-4824
977,0,977,-2920520,-4824
978,0,978,-2925344,-4824
979,0,979,-2930168,-4824
980,0,980,-2934992,-4824
981,0,981,-2939816,-4824
982,0,982,-2944640,-4824
983,0,983,-2949464,-4824
984,0,984,-2954288,-4824
985,0,985,-2959112,-4824
986,0,986,-2963936,-4824
987,0,987,-2968760,-4824
988,0,988,-2973584,-4824
989,0,989,-2978408,-4824
990,0,990,-2983232,-4824
991,0,991,-2988056,-4824
992,0,992,-2992880,-4824
993,0,993,-2997704,-4824
994,0,994,-3002528,-4824
995,0,995,-3007352,-4824
996,0,996,-3012176,-4824
997,0,997,-3017000,-4824
998,0,998,-3021824,-4824
999,0,999,-3026648,-4824
1000,0,1000,-3031472,-4824
1001,0,1001,-3036296,-4824
1002,0,1002,-3041120,-4824
1003,0,1003,-3045944,-4824
1004,0,1004,-3050768,-4824
1005,0,1005,-3055592,-4824
1006,0,1006,-3060416,-4824
1007,0,1007,-3065240,-4824
1008,0,1008,-3070064,-4824
1009,0,1009,-3074888,-4824
1010,0,1010,-3079712,-4824
1011,0,1011,-3084536,-4824
1012,0,1012,-3089360,-4824
1013,0,1013,-3094184,-4824
1014,0,1014,-3099008,-4824
1015,0,1015,-3103832,-4824
1016,0,1016,-3108656,-4824
1017,0,1017,-3113480,-4824
1018,0,1018,-3118304,-4824
1019,0,1019,-3123128,-4824
1020,0,1020,-3127952,-4824
1021,0,1021,-3132776,-4824
1022,0,1022,-3137600,-4824
1023,0,1023,-3142424,-4824
1024,0,1024,-3147248,-4824
1025,0,1025,-3152072,-4824
1026,0,1026,-3156896,-4824
1027,0,1027,-3161720,-4824
1028,0,1028,-3166544,-4824
1029,0,1029,-3171368,-4824
1030,0,1030,-3176192,-4824
1031,0,1031,-3181016,-4824
1032,0,1032,-3185840,-4824
1033,0,1033,-3190664,-4824
1034,0,1034,-3195488,-4824
1035,0,1035,-3200312,-4824
1036,0,1036,-3205136,-4824
1037,0,1037,-3209960,-4824
1038,0,1038,-3214784,-4824
1039,0,1039,-3219608,-4824
1040,0,1040,-3224432,-4824
1041,0,1041,-3229256,-4824
1042,0,1042,-3234080,-4824
1043,0,1043,-3238904,-4824
1044,0,1044,-3243728,-4824
1045,0,1045,-3248552,-4824
1046,0,1046,-3253376,-4824
1047,0,1047,-3258200,-4824
1048,0,1048,-3263024,-4824
1049,0,1049,-3267848,-4824
1050,0,1050,-3272672,-4824
1051,0,1051,-3277496,-4824
1052,0,1052,-3282320,-4824
1053,0,1053,-3287144,-4824
1054,0,1054,-3291968,-4824
1055,0,1055,-3296792,-4824
1056,0,1056,-3301616,-4824
1057,0,1057,-3306440,-4824
1058,0,1058,-3311264,-4824
1059,0,1059,-3316088,-4824
1060,0,1060,-3320912,-4824
1061,0,1061,-3325736,-4824
1062,0,1062,-3330560,-4824
1063,0,1063,-3335384,-4824
1064,0,1064,-3340208,-4824
1065,0,1065,-3345032,-4824
1066,0,1066,-3349856,-4824
1067,0,1067,-3354680,-4824
1068,0,1068,-3359504,-4824
1069,0,1069,-3364328,-4824
1070,0,1070,-3369152,-4824
1071,0,1071,-3373976,-4824
1072,0,1072,-3378800,-4824
1073,0,1073,-3383624,-4824
1074,0,1074,-3388448,-4824
1075,0,1075,-3393272,-4824
1076,0,1076,-3398096,-4824
1077,0,1077,-3402920,-4824
1078,0,1078,-3407744,-4824
1079,0,1079,-3412568,-4824
1080,0,1080,-3417392,-4824
1081,0,1081,-3422216,-4824
1082,0,1082,-3427040,-4824
1083,0,1083,-3431864,-4824
1084,0,1084,-3436688,-4824
1085,0,1085,-3441512,-4824
1086,0,1086,-3446336,-4824
1087,0,1087,-3451160,-4824
1088,0,1088,-3455984,-4824
1089,0,1089,-3460808,-4824
1090,0,1090,-3465632,-4824
1091,0,1091,-3470456,-4824
1092,0,1092,-3475280,-4824
1093,0,1093,-3480104,-4824
1094,0,1094,-3484928,-4824
1095,0,1095,-3489752,-4824
1096,0,1096,-3494576,-4824
1097,0,1097,-3499400,-4824
1098,0,1098,-3504224,-4824
1099,0,1099,-3509048,-4824
1100,0,1100,-3513872,-4824
1101,0,1101,-3518696,-4824
1102,0,1102,-3523520,-4824
1103,0,1103,-3528344,-4824
1104,0,1104,-3533168,-4824
1105,0,1105,-3537992,-4824
1106,0,1106,-3542816,-4824
1107,0,1107,-3547640,-4824
1108,0,1108,-3552464,-4824
1109,0,1109,-3557288,-4824
1110,0,1110,-3562112,-4824
1111,0,1111,-3566936,-4824
1112,0,1112,-3571760,-4824
1113,0,1113,-3576584,-4824
1114,0,1114,-3581408,-4824
1115,0,1115,-3586232,-4824
1116,0,1116,-3591056,-4824
1117,0,1117,-3595880,-4824
1118,0,1118,-3600704,-4824
1119,0,1119,-3605528,-4824
1120,0,1120,-3610352,-4824
1121,0,1121,-3615176,-4824
1122,0,1122,-3620000,-4824
1123,0,1123,-3624824,-4824
1124,0,1124,-3629648,-4824
1125,0,1125,-3634472,-4824
1126,0,1126,-3639296,-4824
1127,0,1127,-3644120,-4824
1128,0,1128,-3648944,-4824
1129,0,1129,-3653768,-4824
1130,0,1130,-3658592,-4824
1131,0,1131,-3663416,-4824
1132,0,1132,-3668240,-4824
1133,0,1133,-3673064,-4824
1134,0,1134,-3677888,-4824
1135,0,1135,-3682712,-4824
1136,0,1136,-3687536,-4824
1137,0,1137,-3692360,-4824
1138,0,1138,-3697184,-4824
1139,0,1139,-3702008,-4824
1140,0,1140,-3706832,-4824
1141,0,1141,-3711656,-4824
1142,0,1142,-3716480,-4824
1143,0,1143,-3721304,-4824
1144,0,1144,-3726128,-4824
1145,0,1145,-3730952,-4824
1146,0,1146,-3735776,-4824
1147,0,1147,-3740600,-4824
1148,0,1148,-3745424,-4824
1149,0,1149,-3750248,-4824
1150,0,1150,-3755072,-4824
1151,0,1151,-3759896,-4824
1152,0,1152,-3764720,-4824
1153,0,1153,-3769544,-4824
1154,0,1154,-3774368,-4824
1155,0,1155,-3779192,-4824
1156,0,1156,-3784016,-4824
1157,0,1157,-3788840,-4824
1158,0,1158,-3793664,-4824
1159,0,1159,-3798488,-4824
1160,0,1160,-3803312,-4824
1161,0,1161,-3808136,-4824
1162,0,1162,-3812960,-4824
1163,0,1163,-3817784,-4824
1164,0,1164,-3822608,-4824
1165,0,1165,-3827432,-4824
1166,0,1166,-3832256,-4824
1167,0,1167,-3837080,-4824
1168,0,1168,-3841904,-4824
1169,0,1169,-3846728,-4824
1170,0,1170,-3851552,-4824
1171,0,1171,-3856376,-4824
1172,0,1172,-3861200,-4824
1173,0,1173,-3866024,-4824
1174,0,1174,-3870848,-4824
1175,0,1175,-3875672,-4824
1176,0,1176,-3880496,-4824
1177,0,1177,-3885320,-4824
1178,0,1178,-3890144,-4824
1179,0,1179,-3894968,-4824
1180,0,1180,-3899792,-4824
1181,0,1181,-3904616,-4824
1182,0,1182,-3909440,-4824
1183,0,1183,-3914264,-4824
1184,0,1184,-3919088,-4824
1185,0,1185,-3923912,-4824
1186,0,1186,-3928736,-4824
1187,0,1187,-3933560,-4824
1188,0,1188,-3938384,-4824
1189,0,1189,-3943208,-4824
1190,0,1190,-3948032,-4824
1191,0,1191,-3952856,-4824
1192,0,1192,-3957680,-4824
1193,0,1193,-3962504,-4824
1194,0,1194,-3967328,-4824
1195,0,1195,-3972152,-4824
1196,0,1196,-3976976,-4824
1197,0,1197,-3981800,-4824
1198,0,1198,-3986624,-4824
1199,0,1199,-3991448,-4824
1200,0,1200,-3996272,-4824
1201,0,1201,-4001096,-4824
1202,0,1202,-4005920,-4824
1203,0,1203,-4010744,-4824
1204,0,1204,-4015568,-4824
1205,0,1205,-4020392,-4824
1206,0,1206,-4025216,-4824
1207,0,1207,-4030040,-4824
1208,0,1208,-4034864,-4824
1209,0,1209,-4039688,-4824
1210,0,1210,-4044512,-4824
1211,0,1211,-4049336,-4824
1212,0,1212,-4054160,-4824
1213,0,1213,-4058984,-4824
1214,0,1214,-4063808,-4824
1215,0,1215,-4068632,-4824
1216,0,1216,-4073456,-4824
1217,0,1217,-4078280,-4824
1218,0,1218,-4083104,-4824
1219,0,1219,-4087928,-4824
1220,0,1220,-4092752,-4824
1221,0,1221,-4097576,-4824
1222,0,1222,-4102400,-4824
1223,0,1223,-4107224,-4824
1224,0,1224,-4112048,-4824
1225,0,1225,-4116872,-4824
1226,0,1226,-4121696,-4824
1227,0,1227,-4126520,-4824
1228,0,1228,-4131344,-4824
1229,0,1229,-4136168,-4824
1230,0,1230,-4140992,-4824
1231,0,1231,-4145816,-4824
1232,0,1232,-4150640,-4824
1233,0,1233,-4155464,-4824
1234,0,1234,-4160288,-4824
1235,0,1235,-4165112,-4824
1236,0,1236,-4169936,-4824
1237,0,1237,-4174760,-4824
1238,0,1238,-4179584,-4824
1239,0,1239,-4184408,-4824
1240,0,1240,-4189232,-4824
1241,0,1241,-4194056,-4824
1242,0,1242,-4198880,-4824
1243,0,1243,-4203704,-4824
1244,0,1244,-4208528,-4824
1245,0,1245,-4213352,-4824
1246,0,1246,-4218176,-4824
1247,0,1247,-4223000,-4824
1248,0,1248,-4227824,-4824
1249,0,1249,-4232648,-4824
1250,0,1250,-4237472,-4824
1251,0,1251,-4242296,-4824
1252,0,1252,-4247120,-4824
1253,0,1253,-4251944,-4824
1254,0,1254,-4256768,-4824
1255,0,1255,-4261592,-4824
1256,0,1256,-4266416,-4824
1257,0,1257,-4271240,-4824
1258,0,1258,-4276064,-4824
1259,0,1259,-4280888,-4824
1260,0,1260,-4285712,-4824
1261,0,1261,-4290536,-4824
1262,0,1262,-4295360,-4824
1263,0,1263,-4300184,-4824
1264,0,1264,-4305008,-4824
1265,0,1265,-4309832,-4824
1266,0,1266,-4314656,-4824
1267,0,1267,-4319480,-4824
1268,0,1268,-4324304,-4824
1269,0,1269,-4329128,-4824
1270,0,1270,-4333952,-4824
1271,0,1271,-4338776,-4824
1272,0,1272,-4343600,-4824
1273,0,1273,-4348424,-4824
1274,0,1274,-4353248,-4824
1275,0,1275,-4358072,-4824
1276,0,1276,-4362896,-4824
1277,0,1277,-4367720,-4824
1278,0,1278,-4372544,-4824
1279,0,1279,-4377368,-4824
1280,0,1280,-4382192,-4824
1281,0,1281,-4387016,-4824
1282,0,1282,-4391840,-4824
1283,0,1283,-4396664,-4824
1284,0,1284,-4401488,-4824
1285,0,1285,-4406312,-4824
1286,0,1286,-4411136,-4824
1287,0,1287,-4415960,-4824
1288,0,1288,-4420784,-4824
1289,0,1289,-4425608,-4824
1290,0,1290,-4430432,-4824
1291,0,1291,-4435256,-4824
1292,0,1292,-4440080,-4824
1293,0,1293,-4444904,-4824
1294,0,1294,-4449728,-4824
1295,0,1295,-4454552,-4824
1296,0,1296,-4459376,-4824
1297,0,1297,-4464200,-4824
1298,0,1298,-4469024,-4824
1299,0,1299,-4473848,-4824
1300,0,1300,-4478672,-4824
1301,0,1301,-4483496,-4824
1302,0,1302,-4488320,-4824
1303,0,1303,-4493144,-4824
1304,0,1304,-4497968,-4824
1305,0,1305,-4502792,-4824
1306,0,1306,-4507616,-4824
1307,0,1307,-4512440,-4824
1308,0,1308,-4517264,-4824
1309,0,1309,-4522088,-4824
1310,0,1310,-4526912,-4824
1311,0,1311,-4531736,-4824
1312,0,1312,-4536560,-4824
1313,0,1313,-4541384,-4824
1314,0,1314,-4546208,-4824
1315,0,1315,-4551032,-4824
1316,0,1316,-4555856,-4824
1317,0,1317,-4560680,-4824
1318,0,1318,-4565504,-4824
1319,0,1319,-4570328,-4824
1320,0,1320,-4575152,-4824
1321,0,1321,-4579976,-4824
1322,0,1322,-4584800,-4824
1323,0,1323,-4589624,-4824
1324,0,1324,-4594448,-4824
1325,0,1325,-4599272,-4824
1326,0,1326,-4604096,-4824
1327,0,1327,-4608920,-4824
1328,0,1328,-4613744,-4824
1329,0,1329,-4618568,-4824
1330,0,1330,-4623392,-4824
1331,0,1331,-4628216,-4824
1332,0,1332,-4633040,-4824
1333,0,1333,-4637864,-4824
1334,0,1334,-4642688,-4824
1335,0,1335,-4647512,-4824
1336,0,1336,-4652336,-4824
1337,0,1337,-4657160,-4824
1338,0,1338,-4661984,-4824
1339,0,1339,-4666808,-4824
1340,0,1340,-4671632,-4824
1341,0,1341,-4676456,-4824
1342,0,1342,-4681280,-4824
1343,0,1343,-4686104,-4824
1344,0,1344,-4690928,-4824
1345,0,1345,-4695752,-4824
1346,0,1346,-4700576,-4824
1347,0,1347,-4705400,-4824
1348,0,1348,-4710224,-4824
1349,0,1349,-4715048,-4824
1350,0,1350,-4719872,-4824
1351,0,1351,-4724696,-4824
1352,0,1352,-4729520,-4824
1353,0,1353,-4734344,-4824
1354,0,1354,-4739168,-4824
1355,0,1355,-4743992,-4824
1356,0,1356,-4748816,-4824
1357,0,1357,-4753640,-4824
1358,0,1358,-4758464,-4824
1359,0,1359,-4763288,-4824
1360,0,1360,-4768112,-4824
1361,0,1361,-4772936,-4824
1362,0,1362,-4777760,-4824
1363,0,1363,-4782584,-4824
1364,0,1364,-4787408,-4824
1365,0,1365,-4792232,-4824
1366,0,1366,-4797056,-4824
1367,0,1367,-4801880,-4824
1368,0,1368,-4806704,-4824
1369,0,1369,-4811528,-4824
1370,0,1370,-4816352,-4824
1371,0,1371,-4821176,-4824
1372,0,1372,-4826000,-4824
1373,0,1373,-4830824,-4824
1374,0,1374,-4835648,-4824
1375,0,1375,-4840472,-4824
1376,0,1376,-4845296,-4824
1377,0,1377,-4850120,-4824
1378,0,1378,-4854944,-4824
1379,0,1379,-4859768,-4824
1380,0,1380,-4864592,-4824
1381,0,1381,-4869416,-4824
1382,0,1382,-4874240,-4824
1383,0,1383,-4879064,-4824
1384,0,1384,-4883888,-4824
1385,0,1385,-4888712,-4824
1386,0,1386,-4893536,-4824
1387,0,1387,-4898360,-4824
1388,0,1388,-4903184,-4824
1389,0,1389,-4908008,-4824
1390,0,1390,-4912832,-4824
1391,0,1391,-4917656,-4824
1392,0,1392,-4922480,-4824
1393,0,1393,-4927304,-4824
1394,0,1394,-4932128,-4824
1395,0,1395,-4936952,-4824
1396,0,1396,-4941776,-4824
1397,0,1397,-4946600,-4824
1398,0,1398,-4951424,-4824
1399,0,1399,-4956248,-4824
1400,0,1400,-4961072,-4824
1401,0,1401,-4965896,-4824
1402,0,1402,-4970720,-4824
1403,0,1403,-4975544,-4824
1404,0,1404,-4980368,-4824
1405,0,1405,-4985192,-4824
1406,0,1406,-4990016,-4824
1407,0,1407,-4994840,-4824
1408,0,1408,-4999664,-4824
1409,0,1409,-5004488,-4824
1410,0,1410,-5009312,-4824
1411,0,1411,-5014136,-4824
1412,0,1412,-5018960,-4824
1413,0,1413,-5023784,-4824
1414,0,1414,-5028608,-4824
1415,0,1415,-5033432,-4824
1416,0,1416,-5038256,-4824
1417,0,1417,-5043080,-4824
1418,0,1418,-5047904,-4824
1419,0,1419,-5052728,-4824
1420,0,1420,-5057552,-4824
1421,0,1421,-5062376,-4824
1422,0,1422,-5067200,-4824
1423,0,1423,-5072024,-4824
1424,0,1424,-5076848,-4824
1425,0,1425,-5081672,-4824
1426,0,1426,-5086496,-4824
1427,0,1427,-5091320,-4824
1428,0,1428,-5096144,-4824
1429,0,1429,-5100968,-4824
1430,0,1430,-5105792,-4824
1431,0,1431,-5110616,-4824
1432,0,1432,-5115440,-4824
1433,0,1433,-5120264,-4824
1434,0,1434,-5125088,-4824
1435,0,1435,-5129912,-4824
1436,0,1436,-5134736,-4824
1437,0,1437,-5139560,-4824
1438,0,1438,-5144384,-4824
1439,0,1439,-5149208,-4824
1440,0,1440,-5154032,-4824
1441,0,1441,-5158856,-4824
1442,0,1442,-5163680,-4824
1443,0,1443,-5168504,-4824
1444,0,1444,-5173328,-4824
1445,0,1445,-5178152,-4824
1446,0,1446,-5182976,-4824
1447,0,1447,-5187800,-4824
1448,0,1448,-5192624,-4824
1449,0,1449,-5197448,-4824
1450,0,1450,-5202272,-4824
1451,0,1451,-5207096,-4824
1452,0,1452,-5211920,-4824
1453,0,1453,-5216744,-4824
1454,0,1454,-5221568,-4824
1455,0,1455,-5226392,-4824
1456,0,1456,-5231216,-4824
1457,0,1457,-5236040,-4824
1458,0,1458,-5240864,-4824
1459,0,1459,-5245688,-4824
1460,0,1460,-5250512,-4824
1461,0,1461,-5255336,-4824
1462,0,1462,-5260160,-4824
1463,0,1463,-5264984,-4824
1464,0,1464,-5269808,-4824
1465,0,1465,-5274632,-4824
1466,0,1466,-5279456,-4824
1467,0,1467,-5284280,-4824
1468,0,1468,-5289104,-4824
1469,0,1469,-5293928,-4824
1470,0,1470,-5298752,-4824
1471,0,1471,-5303576,-4824
1472,0,1472,-5308400,-4824
1473,0,1473,-5313224,-4824
1474,0,1474,-5318048,-4824
1475,0,1475,-5322872,-4824
1476,0,1476,-5327696,-4824
1477,0,1477,-5332520,-4824
1478,0,1478,-5337344,-4824
1479,0,1479,-5342168,-4824
1480,0,1480,-5346992,-4824
1481,0,1481,-5351816,-4824
1482,0,1482,-5356640,-4824
1483,0,1483,-5361464,-4824
1484,0,1484,-5366288,-4824
1485,0,1485,-5371112,-4824
1486,0,1486,-5375936,-4824
1487,0,1487,-5380760,-4824
1488,0,1488,-5385584,-4824
1489,0,1489,-5390408,-4824
1490,0,1490,-5395232,-4824
1491,0,1491,-5400056,-4824
1492,0,1492,-5404880,-4824
1493,0,1493,-5409704,-4824
1494,0,1494,-5414528,-4824
1495,0,1495,-5419352,-4824
1496,0,1496,-5424176,-4824
1497,0,1497,-5429000,-4824
1498,0,1498,-5433824,-4824
1499,0,1499,-5438648,-4824
1500,0,1500,-5443472,-4824
1501,0,1501,-5448296,-4824
1502,0,1502,-5453120,-4824
1503,0,1503,-5457944,-4824
1504,0,1504,-5462768,-4824
1505,0,1505,-5467592,-4824
1506,0,1506,-5472416,-4824
1507,0,1507,-5477240,-4824
1508,0,1508,-5482064,-4824
1509,0,1509,-5486888,-4824
1510,0,1510,-5491712,-4824
1511,0,1511,-5496536,-4824
1512,0,1512,-5501360,-4824
1513,0,1513,-5506184,-4824
1514,0,1514,-5511008,-4824
1515,0,1515,-5515832,-4824
1516,0,1516,-5520656,-4824
1517,0,1517,-5525480,-4824
1518,0,1518,-5530304,-4824
1519,0,1519,-5535128,-4824
1520,0,1520,-5539952,-4824
1521,0,1521,-5544776,-4824
1522,0,1522,-5549600,-4824
1523,0,1523,-5554424,-4824
1524,0,1524,-5559248,-4824
1525,0,1525,-5564072,-4824
1526,0,1526,-5568896,-4824
1527,0,1527,-5573720,-4824
1528,0,1528,-5578544,-4824
1529,0,1529,-5583368,-4824
1530,0,1530,-5588192,-4824
1531,0,1531,-5593016,-4824
1532,0,1532,-5597840,-4824
1533,0,1533,-5602664,-4824
1534,0,1534,-5607488,-4824
1535,0,1535,-5612312,-4824
1536,0,1536,-5617136,-4824
1537,0,1537,-5621960,-4824
1538,0,1538,-5626784,-4824
1539,0,1539,-5631608,-4824
1540,0,1540,-5636432,-4824
1541,0,1541,-5641256,-4824
1542,0,1542,-5646080,-4824
1543,0,1543,-5650904,-4824
1544,0,1544,-5655728,-4824
1545,0,1545,-5660552,-4824
1546,0,1546,-5665376,-4824
1547,0,1547,-5670200,-4824
1548,0,1548,-5675024,-4824
1549,0,1549,-5679848,-4824
1550,0,1550,-5684672,-4824
1551,0,1551,-5689496,-4824
1552,0,1552,-5694320,-4824
1553,0,1553,-5699144,-4824
1554,0,1554,-5703968,-4824
1555,0,1555,-5708792,-4824
1556,0,1556,-5713616,-4824
1557,0,1557,-5718440,-4824
1558,0,1558,-5723264,-4824
1559,0,1559,-5728088,-4824
1560,0,1560,-5732912,-4824
1561,0,1561,-5737736,-4824
1562,0,1562,-5742560,-4824
1563,0,1563,-5747384,-4824
1564,0,1564,-5752208,-4824
1565,0,1565,-5757032,-4824
1566,0,1566,-5761856,-4824
1567,0,1567,-5766680,-4824
1568,0,1568,-5771504,-4824
1569,0,1569,-5776328,-4824
1570,0,1570,-5781152,-4824
1571,0,1571,-5785976,-4824
1572,0,1572,-5790800,-4824
1573,0,1573,-5795624,-4824
1574,0,1574,-5800448,-4824
1575,0,1575,-5805272,-4824
1576,0,1576,-5810096,-4824
1577,0,1577,-5819873,-9777
1578,0,1578,-5824826,-4953
1579,0,1579,-5829779,-4953
1580,0,1580,-5834732,-4953
1581,0,1581,-5839685,-4953
1582,0,1582,-5844638,-4953
1583,0,1583,-5849591,-4953
1584,0,1584,-5854544,-4953
1585,0,1585,-5859497,-4953
1586,0,1586,-5864450,-4953
1587,0,1587,-5869403,-4953
1588,0,1588,-5874356,-4953
1589,0,1589,-5879309,-4953
1590,0,1590,-5884262,-4953
1591,0,1591,-5889215,-4953
1592,0,1592,-5894168,-4953
1593,0,1593,-5899121,-4953
1594,0,1594,-5904074,-4953
1595,0,1595,-5909027,-4953
1596,0,1596,-5913980,-4953
1597,0,1597,-5918933,-4953
1598,0,1598,-5923886,-4953
1599,0,1599,-5928839,-4953
1600,0,1600,-5933792,-4953
1601,0,1601,-5938745,-4953
1602,0,1602,-5943698,-4953
1603,0,1603,-5948651,-4953
1604,0,1604,-5953604,-4953
1605,0,1605,-5958557,-4953
1606,0,1606,-5963510,-4953
1607,0,1607,-5968463,-4953
1608,0,1608,-5973416,-4953
1609,0,1609,-5978369,-4953
1610,0,1610,-5983322,-4953
1611,0,1611,-5988275,-4953
1612,0,1612,-5993228,-4953
1613,0,1613,-5998181,-4953
1614,0,1614,-6003134,-4953
1615,0,1615,-6008087,-4953
1616,0,1616,-6013040,-4953
1617,0,1617,-6017993,-4953
1618,0,1618,-6022946,-4953
1619,0,1619,-6027899,-4953
1620,0,1620,-6032852,-4953
1621,0,1621,-6037805,-4953
1622,0,1622,-6042758,-4953
1623,0,1623,-6047711,-4953
1624,0,1624,-6052664,-4953
1625,0,1625,-6057617,-4953
1626,0,1626,-6062570,-4953
1627,0,1627,-6067523,-4953
1628,0,1628,-6072476,-4953
1629,0,1629,-6077429,-4953
1630,0,1630,-6082382,-4953
1631,0,1631,-6087335,-4953
1632,0,1632,-6092288,-4953
1633,0,1633,-6097241,-4953
1634,0,1634,-6102194,-4953
1635,0,1635,-6107147,-4953
1636,0,1636,-6112100,-4953
1637,0,1637,-6117053,-4953
1638,0,1638,-6122006,-4953
1639,0,1639,-6126959,-4953
1640,0,1640,-6131912,-4953
1641,0,1641,-6136865,-4953
1642,0,1642,-6141818,-4953
1643,0,1643,-6146771,-4953
1644,0,1644,-6151724,-4953
1645,0,1645,-6156677,-4953
1646,0,1646,-6161630,-4953
1647,0,1647,-6166583,-4953
1648,0,1648,-6171536,-4953
1649,0,1649,-6176489,-4953
1650,0,1650,-6181442,-4953
1651,0,1651,-6186395,-4953
1652,0,1652,-6191348,-4953
1653,0,1653,-6196301,-4953
1654,0,1654,-6201254,-4953
1655,0,1655,-6206207,-4953
1656,0,1656,-6211160,-4953
1657,0,1657,-6216113,-4953
1658,0,1658,-6221066,-4953
1659,0,1659,-6226019,-4953
1660,0,1660,-6230972,-4953
1661,0,1661,-6235925,-4953
1662,0,1662,-6240878,-4953
1663,0,1663,-6245831,-4953
1664,0,1664,-6250784,-4953
1665,0,1665,-6255737,-4953
1666,0,1666,-6260690,-4953
1667,0,1667,-6265643,-4953
1668,0,1668,-6270596,-4953
1669,0,1669,-6275549,-4953
1670,0,1670,-6280502,-4953
1671,0,1671,-6285455,-4953
1672,0,1672,-6290408,-4953
1673,0,1673,-6295361,-4953
1674,0,1674,-6300314,-4953
1675,0,1675,-6305267,-4953
1676,0,1676,-6310220,-4953
1677,0,1677,-6315173,-4953
1678,0,1678,-6320126,-4953
1679,0,1679,-6325079,-4953
1680,0,1680,-6330032,-4953
1681,0,1681,-6334985,-4953
1682,0,1682,-6339938,-4953
1683,0,1683,-6344891,-4953
1684,0,1684,-6349844,-4953
1685,0,1685,-6354797,-4953
1686,0,1686,-6359750,-4953
1687,0,1687,-6364703,-4953
1688,0,1688,-6369656,-4953
1689,0,1689,-6374609,-4953
1690,0,1690,-6379562,-4953
1691,0,1691,-6384515,-4953
1692,0,1692,-6389468,-4953
1693,0,1693,-6394421,-4953
1694,0,1694,-6399374,-4953
1695,0,1695,-6404327,-4953
1696,0,1696,-6409280,-4953
1697,0,1697,-6414233,-4953
1698,0,1698,-6419186,-4953
1699,0,1699,-6424139,-4953
1700,0,1700,-6429092,-4953
1701,0,1701,-6434045,-4953
1702,0,1702,-6438998,-4953
1703,0,1703,-6443951,-4953
1704,0,1704,-6448904,-4953
1705,0,1705,-6453857,-4953
1706,0,1706,-6458810,-4953
1707,0,1707,-6463763,-4953
1708,0,1708,-6468716,-4953
1709,0,1709,-6473669,-4953
1710,0,1710,-6478622,-4953
1711,0,1711,-6483575,-4953
1712,0,1712,-6488528,-4953
1713,0,1713,-6493481,-4953
1714,0,1714,-6498434,-4953
1715,0,1715,-6503387,-4953
1716,0,1716,-6508340,-4953
1717,0,1717,-6513293,-4953
1718,0,1718,-6518246,-4953
1719,0,1719,-6523199,-4953
1720,0,1720,-6528152,-4953
1721,0,1721,-6533105,-4953
1722,0,1722,-6538058,-4953
1723,0,1723,-6543011,-4953
1724,0,1724,-6547964,-4953
1725,0,1725,-6552917,-4953
1726,0,1726,-6557870,-4953
1727,0,1727,-6562823,-4953
1728,0,1728,-6567776,-4953
1729,0,1729,-6572729,-4953
1730,0,1730,-6577682,-4953
1731,0,1731,-6582635,-4953
1732,0,1732,-6587588,-4953
1733,0,1733,-6592541,-4953
1734,0,1734,-6597494,-4953
1735,0,1735,-6602447,-4953
1736,0,1736,-6607400,-4953
1737,0,1737,-6612353,-4953
1738,0,1738,-6617306,-4953
1739,0,1739,-6622259,-4953
1740,0,1740,-6627212,-4953
1741,0,1741,-6632165,-4953
1742,0,1742,-6637118,-4953
1743,0,1743,-6642071,-4953
1744,0,1744,-6647024,-4953
1745,0,1745,-6651977,-4953
1746,0,1746,-6656930,-4953
1747,0,1747,-6661883,-4953
1748,0,1748,-6666836,-4953
1749,0,1749,-6671789,-4953
1750,0,1750,-6676742,-4953
1751,0,1751,-6681695,-4953
1752,0,1752,-6686648,-4953
1753,0,1753,-6691601,-4953
1754,0,1754,-6696554,-4953
1755,0,1755,-6701507,-4953
1756,0,1756,-6706460,-4953
1757,0,1757,-6711413,-4953
1758,0,1758,-6716366,-4953
1759,0,1759,-6721319,-4953
1760,0,1760,-6726272,-4953
1761,0,1761,-6731225,-4953
1762,0,1762,-6736178,-4953
1763,0,1763,-6741131,-4953
1764,0,1764,-6746084,-4953
1765,0,1765,-6751037,-4953
1766,0,1766,-6755990,-4953
1767,0,1767,-6760943,-4953
1768,0,1768,-6765896,-4953
1769,0,1769,-6770849,-4953
1770,0,1770,-6775802,-4953
1771,0,1771,-6780755,-4953
1772,0,1772,-6785708,-4953
1773,0,1773,-6790661,-4953
1774,0,1774,-6795614,-4953
1775,0,1775,-6800567,-4953
1776,0,1776,-6805520,-4953
1777,0,1777,-6810473,-4953
1778,0,1778,-6815426,-4953
1779,0,1779,-6820379,-4953
1780,0,1780,-6825332,-4953
1781,0,1781,-6830285,-4953
1782,0,1782,-6835238,-4953
1783,0,1783,-6840191,-4953
1784,0,1784,-6845144,-4953
1785,0,1785,-6850097,-4953
1786,0,1786,-6855050,-4953
1787,0,1787,-6860003,-4953
1788,0,1788,-6864956,-4953
1789,0,1789,-6869909,-4953
1790,0,1790,-6874862,-4953
